Source,Target,Type
3115,78104,Directed
3115,6643,Directed
3115,24805,Directed
3115,80788,Directed
3115,99366,Directed
3115,60754,Directed
3115,95376,Directed
3115,11618,Directed
20850,78642,Directed
78642,92377,Directed
78642,15451,Directed
78642,17159,Directed
78642,59453,Directed
78642,99914,Directed
78642,73255,Directed
78642,16825,Directed
78642,89571,Directed
20850,13191,Directed
13191,42670,Directed
13191,59253,Directed
13191,99837,Directed
13191,45421,Directed
13191,51717,Directed
13191,18900,Directed
13191,12933,Directed
13191,77163,Directed
20850,52062,Directed
52062,39128,Directed
52062,93565,Directed
52062,37891,Directed
52062,41714,Directed
52062,76434,Directed
52062,43942,Directed
52062,66017,Directed
52062,55647,Directed
20850,28049,Directed
28049,67772,Directed
28049,70992,Directed
28049,86297,Directed
28049,73187,Directed
28049,18261,Directed
28049,47882,Directed
28049,53163,Directed
28049,30804,Directed
30804,68773,Directed
30804,904,Directed
30804,58193,Directed
30804,38190,Directed
30804,72057,Directed
